457.000000,476.550000,496.100000,515.650000,535.200000,554.750000,574.300000,593.850000,613.400000,632.950000,652.500000,672.050000,691.600000,711.150000,730.700000,750.250000,769.800000,789.350000,808.900000,828.450000,848.000000
1,6,12,34,53,82,88,77,60,49,47,33,16,10,14,6,5,3,3,1
