463.000000,484.050000,505.100000,526.150000,547.200000,568.250000,589.300000,610.350000,631.400000,652.450000,673.500000,694.550000,715.600000,736.650000,757.700000,778.750000,799.800000,820.850000,841.900000,862.950000,884.000000
33,129,395,888,1338,1525,1485,1252,963,735,489,297,205,119,68,42,15,12,3,7
