434.000000,462.250000,490.500000,518.750000,547.000000,575.250000,603.500000,631.750000,660.000000,688.250000,716.500000,744.750000,773.000000,801.250000,829.500000,857.750000,886.000000,914.250000,942.500000,970.750000,999.000000
29,613,4092,13232,24417,26807,22816,16366,10581,5931,3202,1669,768,358,119,46,20,4,0,2
