466.000000,484.300000,502.600000,520.900000,539.200000,557.500000,575.800000,594.100000,612.400000,630.700000,649.000000,667.300000,685.600000,703.900000,722.200000,740.500000,758.800000,777.100000,795.400000,813.700000,832.000000
3,7,20,44,63,73,82,72,65,39,48,27,20,17,9,6,0,2,2,1
