452.000000,474.850000,497.700000,520.550000,543.400000,566.250000,589.100000,611.950000,634.800000,657.650000,680.500000,703.350000,726.200000,749.050000,771.900000,794.750000,817.600000,840.450000,863.300000,886.150000,909.000000
12,86,322,804,1368,1643,1585,1369,1009,685,414,308,177,107,50,33,15,9,2,2
