479.000000,500.400000,521.800000,543.200000,564.600000,586.000000,607.400000,628.800000,650.200000,671.600000,693.000000,714.400000,735.800000,757.200000,778.600000,800.000000,821.400000,842.800000,864.200000,885.600000,907.000000
4,17,39,78,105,95,70,54,49,35,17,18,4,10,1,1,2,0,0,1
