474.000000,493.900000,513.800000,533.700000,553.600000,573.500000,593.400000,613.300000,633.200000,653.100000,673.000000,692.900000,712.800000,732.700000,752.600000,772.500000,792.400000,812.300000,832.200000,852.100000,872.000000
3,20,33,49,79,102,68,65,49,39,28,29,10,12,7,4,0,2,0,1
